"","Participant ID","Gender","AV/Car","Perspective","Scenario","Number of Children","Number of Adults 1","Number of Adults 2","Left First?","Selected Option","Difficulty of decision","Response time 1","Response time 2"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.255","976595274","False","True","0","3","0","2","0","False","Rechts","94","7.457428","2.583893"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.256","976595274","False","True","0","0","1","1","3","True","Rechts","33","1.079712","1.801788"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.257","526138406","False","False","2","0","0","1","5","False","Rechts","96","12.53012","4.883789"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.258","526138406","False","False","2","0","0","0","1","True","Rechts","70","3.378113","5.892883"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.259","526138406","False","False","2","1","0","1","2","False","Rechts","78","4.069336","2.565308"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.260","526138406","False","False","2","3","0","2","0","True","Links","87","12.19537","4.414001"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.261","526138406","False","False","2","1","0","2","4","False","Links","5","75.4223","4.889404"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.262","526138406","False","False","2","2","0","2","0","True","Links","27","2.837097","2.289978"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.263","526138406","False","False","2","0","1","1","3","False","Links","0","7.3078","3.504456"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.264","526138406","False","False","2","0","2","1","5","True","Links","0","8.363953","1.889587"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.265","377142744","False","False","3","0","0","1","5","False","Rechts","89","9.780396","4.851807"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.266","377142744","False","False","3","0","0","0","1","True","Rechts","87","2.146667","2.097778"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.267","377142744","False","False","3","3","0","2","0","False","Rechts","90","2.908569","1.92804"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.268","377142744","False","False","3","0","1","1","3","True","Links","50","4.356567","3.45105"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.269","377142744","False","False","3","1","0","1","2","False","Links","61","2.781006","3.797852"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.270","377142744","False","False","3","0","2","1","5","True","Links","38","5.229492","2.533203"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.271","377142744","False","False","3","1","0","2","4","False","Rechts","57","4.529236","3.814636"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.272","377142744","False","False","3","2","0","2","0","True","Links","38","3.100769","2.004517"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.273","960645093","False","False","2","0","0","1","5","False","Rechts","100","7.007233","7.100693"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.274","960645093","False","False","2","0","0","0","1","True","Links","100","6.714355","2.511963"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.275","960645093","False","False","2","0","2","1","5","False","Rechts","50","60.8945","2.337463"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.276","960645093","False","False","2","3","0","2","0","True","Rechts","11","68.97223","6.379089"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.277","960645093","False","False","2","0","1","1","3","False","Rechts","50","7.919983","1.61853"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.278","960645093","False","False","2","1","0","1","2","True","Links","67","8.054443","1.854492"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.279","960645093","False","False","2","2","0","2","0","False","Links","0","6.957825","1.610657"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.280","960645093","False","False","2","1","0","2","4","True","Rechts","45","2.818115","2.185913"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.281","193217228","True","True","3","0","0","1","5","False","Rechts","76","10.18112","6.707642"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.282","193217228","True","True","3","0","0","0","1","True","Links","100","4.707428","2.296082"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.283","193217228","True","True","3","2","0","2","0","False","Links","65","7.822754","1.997437"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.284","193217228","True","True","3","0","1","1","3","True","Rechts","25","14.30579","4.48175"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.285","193217228","True","True","3","1","0","1","2","False","Links","29","10.47314","4.784851"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.286","193217228","True","True","3","0","2","1","5","True","Rechts","57","7.925049","6.338501"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.287","193217228","True","True","3","1","0","2","4","False","Rechts","48","2.783142","5.851196"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.288","193217228","True","True","3","3","0","2","0","True","Rechts","98","2.344299","2.05658"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.289","830122520","True","False","3","0","0","1","5","True","Rechts","0","7.490433","5.779068"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.290","830122520","True","False","3","0","0","0","1","False","Links","100","3.967789","1.873962"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.291","830122520","True","False","3","2","0","2","0","True","Rechts","0","5.041245","1.717163"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.292","830122520","True","False","3","1","0","2","4","False","Rechts","0","2.357346","1.34024"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.293","830122520","True","False","3","3","0","2","0","True","Links","100","2.936676","2.860657"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.294","830122520","True","False","3","0","1","1","3","False","Rechts","0","6.36731","1.384338"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.295","830122520","True","False","3","1","0","1","2","True","Rechts","0","1.350739","1.196136"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.296","830122520","True","False","3","0","2","1","5","False","Rechts","0","1.147858","1.208893"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.297","214721933","False","False","0","0","0","1","5","True","Links","72","18.91483","18.02373"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.298","214721933","False","False","0","0","0","0","1","False","Rechts","100","9.134964","2.593552"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.299","214721933","False","False","0","0","1","1","3","True","Links","77","10.84172","10.97342"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.300","214721933","False","False","0","0","2","1","5","False","Rechts","27","20.33984","5.406433"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.301","214721933","False","False","0","2","0","2","0","True","Rechts","0","28.6384","3.441406"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.302","214721933","False","False","0","1","0","2","4","False","Rechts","0","53.51099","2.114685"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.303","214721933","False","False","0","1","0","1","2","True","Links","0","24.09167","2.213074"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.304","214721933","False","False","0","3","0","2","0","False","Rechts","100","2.290039","1.74231"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.305","249005345","True","False","3","0","0","1","5","False","Rechts","34","26.8943","17.5495"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.306","249005345","True","False","3","0","0","0","1","True","Links","78","14.23288","7.603821"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.307","249005345","True","False","3","0","2","1","5","False","Rechts","0","10.78479","4.05957"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.308","249005345","True","False","3","0","1","1","3","True","Links","0","31.99982","3.419281"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.309","249005345","True","False","3","1","0","2","4","False","Links","17","11.85376","3.224976"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.310","249005345","True","False","3","2","0","2","0","True","Rechts","57","7.429199","10.23022"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.311","249005345","True","False","3","3","0","2","0","False","Links","50","12.45081","8.917236"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.312","249005345","True","False","3","1","0","1","2","True","Rechts","64","5.651733","4.880676"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.313","847146326","False","False","3","0","0","1","5","False","Rechts","100","10.95341","5.018677"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.314","847146326","False","False","3","0","0","0","1","True","Rechts","100","4.431229","1.756805"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.315","847146326","False","False","3","2","0","2","0","False","Rechts","100","12.47473","1.823074"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.316","847146326","False","False","3","3","0","2","0","True","Links","100","2.842346","1.8479"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.317","847146326","False","False","3","0","1","1","3","False","Rechts","58","7.664764","14.686"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.318","847146326","False","False","3","0","2","1","5","True","Rechts","56","6.106598","2.19223"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.319","847146326","False","False","3","1","0","2","4","False","Links","41","10.81766","4.361389"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.320","847146326","False","False","3","1","0","1","2","True","Links","45","6.249878","8.917908"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.321","234158353","False","True","3","0","0","1","5","False","Rechts","32","21.55292","15.55298"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.322","234158353","False","True","3","0","0","0","1","True","Links","100","12.55133","2.415863"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.323","234158353","False","True","3","2","0","2","0","False","Rechts","0","40.56601","2.315918"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.324","234158353","False","True","3","0","2","1","5","True","Links","0","8.099518","1.774536"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.325","234158353","False","True","3","3","0","2","0","False","Links","45","5.143219","4.239349"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.326","234158353","False","True","3","1","0","2","4","True","Links","32","4.417542","1.70343"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.327","234158353","False","True","3","0","1","1","3","False","Links","0","13.07233","1.805725"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.328","234158353","False","True","3","1","0","1","2","True","Rechts","41","3.314331","3.398193"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.329","181445933","False","True","0","0","0","1","5","False","Rechts","100","61.35593","6.634552"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.330","181445933","False","True","0","0","0","0","1","True","Rechts","100","4.327942","2.485626"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.331","181445933","False","True","0","2","0","2","0","False","Rechts","79","2.87912","3.442963"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.332","181445933","False","True","0","1","0","2","4","True","Links","95","4.823273","4.682037"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.333","181445933","False","True","0","0","1","1","3","False","Rechts","20","6.352692","4.347961"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.334","181445933","False","True","0","1","0","1","2","True","Links","67","5.295044","3.461853"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.335","181445933","False","True","0","0","2","1","5","False","Links","0","16.83588","1.750183"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.336","181445933","False","True","0","3","0","2","0","True","Links","90","3.249146","4.156311"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.337","201381098","True","False","2","0","0","1","5","True","Rechts","57","9.019585","14.55993"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.338","201381098","True","False","2","0","0","0","1","False","Rechts","94","4.671112","6.822647"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.339","201381098","True","False","2","3","0","2","0","True","Rechts","83","11.57175","3.263123"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.340","201381098","True","False","2","1","0","1","2","False","Rechts","82","6.760498","3.113525"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.341","201381098","True","False","2","1","0","2","4","True","Rechts","71","5.109558","5.915009"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.342","201381098","True","False","2","0","1","1","3","False","Rechts","72","7.363617","14.88678"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.343","201381098","True","False","2","0","2","1","5","True","Rechts","54","23.34412","6.054504"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.344","201381098","True","False","2","2","0","2","0","False","Rechts","92","7.38678","6.486328"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.345","867372036","False","False","2","0","0","1","5","True","Links","91","15.80031","9.198036"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.346","867372036","False","False","2","0","0","0","1","False","Rechts","100","9.280167","2.314621"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.347","867372036","False","False","2","3","0","2","0","True","Rechts","66","5.128479","3.438721"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.348","867372036","False","False","2","2","0","2","0","False","Rechts","50","6.887482","10.4595"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.349","867372036","False","False","2","1","0","1","2","True","Links","42","12.49893","10.15247"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.350","867372036","False","False","2","0","2","1","5","False","Links","20","26.9231","3.435303"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.351","867372036","False","False","2","1","0","2","4","True","Rechts","37","7.501221","6.42749"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.352","867372036","False","False","2","0","1","1","3","False","Rechts","22","6.63324","4.859497"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.353","347935454","False","True","3","0","0","1","5","True","Links","32","90.1328","16.65948"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.354","347935454","False","True","3","0","0","0","1","False","Rechts","62","2.088562","5.506226"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.355","347935454","False","True","3","3","0","2","0","True","Links","27","13.74796","5.274231"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.356","347935454","False","True","3","0","1","1","3","False","Links","21","12.64905","4.295898"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.357","347935454","False","True","3","1","0","1","2","True","Links","34","19.12561","4.476135"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.358","347935454","False","True","3","1","0","2","4","False","Rechts","50","2.480225","1.550842"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.359","347935454","False","True","3","2","0","2","0","True","Links","27","2.293579","9.792419"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.360","347935454","False","True","3","0","2","1","5","False","Links","23","21.1153","6.663696"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.361","591809558","True","False","0","0","0","1","5","True","Links","100","6.762375","5.41275"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.362","591809558","True","False","0","0","0","0","1","False","Rechts","100","6.006378","2.091721"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.363","591809558","True","False","0","2","0","2","0","True","Links","67","3.824661","4.206421"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.364","591809558","True","False","0","3","0","2","0","False","Links","86","2.177612","3.184052"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.365","591809558","True","False","0","1","0","1","2","True","Rechts","86","1.50708","2.871368"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.366","591809558","True","False","0","1","0","2","4","False","Links","84","4.588409","2.02417"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.367","591809558","True","False","0","0","2","1","5","True","Rechts","62","2.115234","3.692841"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.368","591809558","True","False","0","0","1","1","3","False","Links","64","4.537415","4.097107"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.369","447907001","False","True","1","0","0","1","5","False","Rechts","27","5.288124","3.368408"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.370","447907001","False","True","1","0","0","0","1","True","Links","74","2.946152","3.833984"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.371","447907001","False","True","1","1","0","2","4","False","Rechts","26","1.858231","5.658966"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.372","447907001","False","True","1","0","1","1","3","True","Links","2","11.90344","3.834534"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.373","447907001","False","True","1","1","0","1","2","False","Rechts","15","2.493774","3.113464"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.374","447907001","False","True","1","3","0","2","0","True","Links","76","2.313843","5.471375"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.375","447907001","False","True","1","0","2","1","5","False","Links","5","3.746948","6.818054"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.376","447907001","False","True","1","2","0","2","0","True","Links","0","7.153076","6.731049"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.377","765960569","True","True","2","0","0","1","5","False","Rechts","100","3.753479","3.204956"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.378","765960569","True","True","2","0","0","0","1","True","Rechts","100","1.432343","1.315552"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.379","765960569","True","True","2","3","0","2","0","False","Rechts","100","5.658691","1.634949"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.380","765960569","True","True","2","2","0","2","0","True","Rechts","100","3.926392","1.245819"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.381","765960569","True","True","2","0","1","1","3","False","Rechts","50","23.67041","7.146851"
