"","Participant ID","Gender","AV/Car","Perspective","Scenario","Number of Children","Number of Adults 1","Number of Adults 2","Left First?","Selected Option","Difficulty of decision","Response time 1","Response time 2"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.1","497678802","True","True","1","0","0","1","5","True","Rechts","100","6.264526","2.424973"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.2","497678802","True","True","1","0","0","0","1","False","Rechts","100","1.556213","1.6492"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.3","497678802","True","True","1","0","1","1","3","True","Rechts","63","2.510284","4.860687"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.4","497678802","True","True","1","0","2","1","5","False","Rechts","50","1.886871","0.7037354"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.5","497678802","True","True","1","1","0","2","4","True","Rechts","83","3.931763","5.673676"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.6","497678802","True","True","1","2","0","2","0","False","Rechts","25","2.430237","3.512604"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.7","497678802","True","True","1","1","0","1","2","True","Rechts","100","0.5769043","5.008698"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.8","497678802","True","True","1","3","0","2","0","False","Rechts","86","0.661377","4.800049"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.9","39800718","False","False","1","0","0","1","5","False","Links","18","15.85345","11.17709"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.10","39800718","False","False","1","0","0","0","1","True","Rechts","75","7.257523","2.269669"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.11","39800718","False","False","1","1","0","2","4","False","Rechts","63","14.26511","10.40778"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.12","39800718","False","False","1","1","0","1","2","True","Links","100","7.426147","8.780945"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.13","39800718","False","False","1","0","1","1","3","False","Rechts","84","42.41425","2.432556"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.14","39800718","False","False","1","3","0","2","0","True","Links","100","2.758606","1.597412"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.15","39800718","False","False","1","2","0","2","0","False","Links","100","8.288086","8.62207"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.16","39800718","False","False","1","0","2","1","5","True","Links","41","13.37549","3.94812"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.17","390828150","False","True","3","0","0","1","5","False","Rechts","88","11.21584","3.684784"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.18","390828150","False","True","3","0","0","0","1","True","Rechts","100","3.53389","4.784485"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.19","390828150","False","True","3","0","2","1","5","False","Links","66","2.496826","3.188538"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.20","390828150","False","True","3","0","1","1","3","True","Rechts","70","6.436951","6.218536"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.21","390828150","False","True","3","1","0","2","4","False","Rechts","35","3.851196","1.778381"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.22","390828150","False","True","3","1","0","1","2","True","Links","2","4.082092","2.362427"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.23","390828150","False","True","3","3","0","2","0","False","Links","100","4.238159","1.424988"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.24","390828150","False","True","3","2","0","2","0","True","Rechts","36","3.697083","3.396484"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.25","614655204","False","True","1","0","0","1","5","False","Rechts","0","19.31894","11.62135"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.26","614655204","False","True","1","0","0","0","1","True","Rechts","51","5.205841","18.66382"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.27","614655204","False","True","1","1","0","2","4","False","Links","0","14.18451","4.915695"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.28","614655204","False","True","1","1","0","1","2","True","Links","0","9.432617","2.463226"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.29","614655204","False","True","1","0","2","1","5","False","Links","0","14.42276","1.437683"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.30","614655204","False","True","1","2","0","2","0","True","Rechts","0","8.21579","1.535492"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.31","614655204","False","True","1","3","0","2","0","False","Rechts","31","15.64569","7.464355"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.32","614655204","False","True","1","0","1","1","3","True","Links","0","29.28015","1.24646"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.33","476393763","False","False","1","0","0","1","5","True","Links","79","7.895737","8.36673"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.34","476393763","False","False","1","0","0","0","1","False","Rechts","100","7.64978","10.07657"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.35","476393763","False","False","1","1","0","2","4","True","Links","67","12.16193","13.84073"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.36","476393763","False","False","1","0","2","1","5","False","Rechts","10","19.38586","7.85498"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.37","476393763","False","False","1","1","0","1","2","True","Links","80","6.396484","7.944641"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.38","476393763","False","False","1","0","1","1","3","False","Rechts","20","17.92719","8.957642"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.39","476393763","False","False","1","2","0","2","0","True","Rechts","46","5.041199","10.33972"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.40","476393763","False","False","1","3","0","2","0","False","Rechts","26","16.71252","16.32715"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.41","718995678","False","False","1","0","0","1","5","False","Rechts","76","5.160568","4.64645"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.42","718995678","False","False","1","0","0","0","1","True","Rechts","100","3.901512","2.252983"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.43","718995678","False","False","1","0","1","1","3","False","Rechts","12","6.745285","6.792664"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.44","718995678","False","False","1","1","0","1","2","True","Rechts","32","9.361694","8.163544"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.45","718995678","False","False","1","0","2","1","5","False","Rechts","40","3.141785","10.68646"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.46","718995678","False","False","1","2","0","2","0","True","Rechts","74","13.20526","8.263306"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.47","718995678","False","False","1","1","0","2","4","False","Rechts","100","7.289734","3.32132"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.48","718995678","False","False","1","3","0","2","0","True","Links","86","4.369873","6.587585"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.49","673812675","False","False","3","0","0","1","5","True","Links","68","15.17552","28.34215"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.50","673812675","False","False","3","0","0","0","1","False","Rechts","100","6.103027","3.123001"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.51","673812675","False","False","3","1","0","2","4","True","Rechts","50","11.11143","1.789581"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.52","673812675","False","False","3","3","0","2","0","False","Links","33","3.201141","7.432343"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.53","673812675","False","False","3","0","2","1","5","True","Links","13","15.46167","4.231018"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.54","673812675","False","False","3","2","0","2","0","False","Rechts","65","3.752136","3.262421"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.55","673812675","False","False","3","1","0","1","2","True","Links","65","6.219543","1.878448"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.56","673812675","False","False","3","0","1","1","3","False","Rechts","9","9.140747","3.671021"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.57","890551427","False","False","2","0","0","1","5","False","Rechts","59","11.19362","8.934547"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.58","890551427","False","False","2","0","0","0","1","True","Rechts","75","6.463287","2.137436"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.59","890551427","False","False","2","0","1","1","3","False","Links","50","2.608414","2.987732"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.60","890551427","False","False","2","0","2","1","5","True","Links","50","3.486267","1.495056"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.61","890551427","False","False","2","1","0","2","4","False","Links","35","1.843384","8.85733"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.62","890551427","False","False","2","3","0","2","0","True","Links","32","1.818237","4.459106"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.63","890551427","False","False","2","1","0","1","2","False","Rechts","35","6.592102","2.723114"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.64","890551427","False","False","2","2","0","2","0","True","Links","50","26.7464","1.658569"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.65","777943939","False","True","2","0","0","1","5","False","Rechts","67","12.69906","13.98538"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.66","777943939","False","True","2","0","0","0","1","True","Rechts","100","5.30658","2.590424"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.67","777943939","False","True","2","0","1","1","3","False","Links","13","39.31149","7.04303"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.68","777943939","False","True","2","2","0","2","0","True","Links","62","19.20508","5.279633"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.69","777943939","False","True","2","1","0","2","4","False","Rechts","63","7.272888","8.498718"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.70","777943939","False","True","2","0","2","1","5","True","Links","42","7.395752","9.92865"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.71","777943939","False","True","2","3","0","2","0","False","Links","73","2.556763","1.978088"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.72","777943939","False","True","2","1","0","1","2","True","Links","52","8.111206","11.24591"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.73","830070461","False","False","3","0","0","1","5","True","Links","11","15.48785","10.02396"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.74","830070461","False","False","3","0","0","0","1","False","Rechts","100","9.424255","3.275696"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.75","830070461","False","False","3","3","0","2","0","True","Rechts","65","5.063354","9.111084"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.76","830070461","False","False","3","1","0","2","4","False","Rechts","0","5.009583","3.446045"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.77","830070461","False","False","3","0","2","1","5","True","Links","0","9.499084","3.681152"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.78","830070461","False","False","3","1","0","1","2","False","Rechts","0","4.892029","9.293762"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.79","830070461","False","False","3","0","1","1","3","True","Rechts","0","4.941833","2.865662"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.80","830070461","False","False","3","2","0","2","0","False","Links","0","28.90375","4.996826"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.81","424495444","False","True","0","0","0","1","5","False","Rechts","88","21.6109","12.83624"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.82","424495444","False","True","0","0","0","0","1","True","Links","100","4.960632","2.121155"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.83","424495444","False","True","0","1","0","2","4","False","Rechts","90","4.270325","3.71582"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.84","424495444","False","True","0","2","0","2","0","True","Links","68","11.74933","9.575073"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.85","424495444","False","True","0","0","1","1","3","False","Links","66","5.885498","7.350952"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.86","424495444","False","True","0","3","0","2","0","True","Links","70","5.758179","6.053223"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.87","424495444","False","True","0","1","0","1","2","False","Links","83","6.371094","4.150757"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.88","424495444","False","True","0","0","2","1","5","True","Rechts","71","7.00708","14.00403"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.89","518149794","False","False","3","0","0","1","5","True","Links","68","15.68206","6.36705"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.90","518149794","False","False","3","0","0","0","1","False","Links","100","5.446442","2.428345"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.91","518149794","False","False","3","0","2","1","5","True","Links","11","21.83508","3.006195"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.92","518149794","False","False","3","1","0","2","4","False","Rechts","66","4.116913","4.773956"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.93","518149794","False","False","3","2","0","2","0","True","Rechts","20","5.902222","1.28009"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.94","518149794","False","False","3","0","1","1","3","False","Links","33","17.02734","3.155792"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.95","518149794","False","False","3","3","0","2","0","True","Links","60","17.12686","4.062439"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.96","518149794","False","False","3","1","0","1","2","False","Rechts","70","3.174866","1.505005"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.97","248899534","True","True","1","0","0","1","5","True","Links","100","9.79438","5.317947"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.98","248899534","True","True","1","0","0","0","1","False","Rechts","100","4.757111","1.799561"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.99","248899534","True","True","1","0","2","1","5","True","Rechts","68","30.30533","5.929474"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.100","248899534","True","True","1","1","0","1","2","False","Rechts","71","3.587799","6.66626"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.101","248899534","True","True","1","3","0","2","0","True","Links","100","1.843658","1.463135"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.102","248899534","True","True","1","0","1","1","3","False","Rechts","38","15.29681","3.848145"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.103","248899534","True","True","1","2","0","2","0","True","Links","91","2.257751","2.422302"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.104","248899534","True","True","1","1","0","2","4","False","Links","69","11.43311","5.019958"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.105","64070737","False","False","0","0","0","1","5","False","Rechts","100","22.78078","6.115341"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.106","64070737","False","False","0","0","0","0","1","True","Rechts","81","18.44777","4.75177"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.107","64070737","False","False","0","0","1","1","3","False","Rechts","0","38.66663","6.928314"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.108","64070737","False","False","0","3","0","2","0","True","Rechts","71","11.95966","17.79663"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.109","64070737","False","False","0","0","2","1","5","False","Rechts","0","28.6413","2.622925"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.110","64070737","False","False","0","1","0","2","4","True","Links","100","12.46069","2.428589"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.111","64070737","False","False","0","1","0","1","2","False","Links","100","4.893066","2.679871"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.112","64070737","False","False","0","2","0","2","0","True","Links","100","10.75427","6.614746"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.113","606852642","False","True","2","0","0","1","5","True","Links","36","13.27229","8.764893"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.114","606852642","False","True","2","0","0","0","1","False","Rechts","15","10.98772","1.377213"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.115","606852642","False","True","2","3","0","2","0","True","Rechts","22","15.19376","1.929504"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.116","606852642","False","True","2","0","2","1","5","False","Links","35","3.987671","2.725342"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.117","606852642","False","True","2","1","0","1","2","True","Rechts","30","2.580383","2.568695"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.118","606852642","False","True","2","1","0","2","4","False","Rechts","31","2.332977","3.11792"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.119","606852642","False","True","2","2","0","2","0","True","Rechts","36","4.731903","2.026489"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.120","606852642","False","True","2","0","1","1","3","False","Rechts","32","1.62793","2.973755"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.121","172547546","False","True","3","0","0","1","5","True","Links","72","12.46504","6.960266"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.122","172547546","False","True","3","0","0","0","1","False","Links","100","7.046219","2.560043"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.123","172547546","False","True","3","0","2","1","5","True","Links","82","6.374344","4.158386"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.124","172547546","False","True","3","1","0","2","4","False","Rechts","0","7.395813","5.203766"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.125","172547546","False","True","3","1","0","1","2","True","Rechts","13","3.592499","4.918671"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.126","172547546","False","True","3","2","0","2","0","False","Rechts","0","3.500122","1.917542"
"participant.ID.gender.av.car.perspective.scenario.numb_children.numb_adult1.numb_adult2.left_first.selected_option.difficulty_of_decision.response_time1.response_time2.127","172547546","False","True","3","3","0","2","0","True","Rechts","75","4.170563","2.140472"
